lat,long,date,time,region
9.9593,125.5911,15/01/2023,,Dinagat Islands
9.7184,125.6354,08/01/2023,,Surigao del Norte
9.653,125.6041,12/01/2023,,Surigao del Norte
9.4966,125.4364,13/01/2023,,Surigao del Norte
9.5898,125.5602,13/01/2023,,Surigao del Norte
8.9167,125.6435,15/01/2023,,Caraga
8.9297,125.5083,15/01/2023,,Caraga
8.932,125.6598,15/01/2023,,Caraga
9.0573,125.225,11/01/2023,,Agusan del Norte
7.0897,124.1894,14/01/2023,,Maguindanao del Norte
7.1355,124.0617,14/01/2023,,Maguindanao del Norte
7.9196,124.1784,15/01/2023,,Lanao del Sur
7.7158,126.1043,16/01/2024,,Davao de Oro
7.5429,126.074,15/01/2024,,Davao de Oro
7.5973,126.0908,15/01/2024,,Davao de Oro
7.6109,126.125,15/01/2024,,Davao de Oro
7.602,126.1371,15/01/2024,,Davao de Oro
7.3866,126.1134,16/01/2024,,Davao de Oro
7.3678,126.1487,16/01/2024,,Davao de Oro
7.2812,126.2358,16/01/2024,,Davao de Oro
7.2871,126.1451,16/01/2024,,Davao de Oro
7.384,126.147,16/01/2024,,Davao de Oro
7.4117,126.112,16/01/2024,,Davao de Oro
7.4086,126.1287,18/01/2024,,Davao de Oro
7.5065,125.8948,16/01/2024,,Davao de Oro
7.4858,125.9097,15/01/2024,,Davao de Oro
7.582,125.9329,15/01/2024,,Davao de Oro
7.6228,125.9408,16/01/2024,,Davao de Oro
7.5836,126.0094,16/01/2024,,Davao de Oro
7.4804,126.0321,16/01/2024,,Davao de Oro
7.601,125.9643,16/01/2024,,Davao de Oro
7.5154,126.0358,16/01/2024,,Davao de Oro
7.5984,125.9424,18/01/2024,,Davao de Oro
7.4149,125.9845,15/01/2024,,Davao de Oro
7.4178,126.0526,15/01/2024,,Davao de Oro
7.4041,126.0569,15/01/2024,,Davao de Oro
7.4238,125.976,15/01/2024,,Davao de Oro
7.357,125.906,15/01/2024,,Davao de Oro
7.294,126.1039,18/01/2024,,Davao de Oro
7.1319,125.9453,16/01/2024,,Davao de Oro
7.1368,125.8874,18/01/2024,,Davao de Oro
7.8613,126.3342,16/01/2024,,Davao Oriental
7.8757,126.335,16/01/2024,,Davao Oriental
7.9105,126.3509,16/01/2024,,Davao Oriental
7.8266,126.4012,16/01/2024,,Davao Oriental
7.8694,126.3755,16/01/2024,,Davao Oriental
7.8949,126.2876,16/01/2024,,Davao Oriental
7.9235,126.2174,16/01/2024,,Davao Oriental
7.8407,126.3708,16/01/2024,,Davao Oriental
7.4021,126.5028,15/01/2024,,Davao Oriental
7.2815,126.4951,16/01/2024,,Davao Oriental
7.4211,126.4088,15/01/2024,,Davao Oriental
7.3313,126.4822,15/01/2024,,Davao Oriental
8.1788,125.9934,16/01/2024,,Agusan del Sur
8.1594,126.0106,16/01/2024,,Agusan del Sur
14.8304,120.2733,21/09/2024,,Central Luzon
12.3425,122.6824,13/09/2024,,Romblon
12.3912,121.3983,13/09/2024,,Oriental Mindoro
14.8598,121.0701,04/09/2024,,Bulacan
15.0299,120.7805,04/09/2024,,Pampanga
16.3171,120.903,26/07/2024,,Nueva Vizcaya
16.3827,120.8969,26/07/2024,,Nueva Vizcaya
16.4512,120.9173,26/07/2024,,Nueva Vizcaya
16.3407,120.8928,26/07/2024,,Nueva Vizcaya
16.3562,120.8919,26/07/2024,,Nueva Vizcaya
16.2894,120.8579,26/07/2024,,Nueva Vizcaya
16.3802,120.8702,26/07/2024,,Nueva Vizcaya
16.4471,120.9626,26/07/2024,,Nueva Vizcaya
16.3301,120.8681,26/07/2024,,Nueva Vizcaya
16.3617,120.8816,26/07/2024,,Nueva Vizcaya
14.3128,120.9627,23/07/2024,,Cavite
14.3181,120.9617,23/07/2024,,Cavite
13.7142,121.0645,22/07/2024,,Batangas
14.5861,121.1822,23/07/2024,,Rizal
14.6028,121.1974,23/07/2024,,Rizal
10.9356,124.4728,17/07/2024,,Leyte
10.8799,124.7413,19/07/2024,,Leyte
11.1077,124.4559,17/07/2024,,Leyte
11.1485,124.4703,19/07/2024,,Leyte
10.1654,124.8406,18/07/2024,,Southern Leyte
10.43,125.0076,19/07/2024,,Southern Leyte
5.5756,125.3528,12/07/2024,,Davao Occidental
6.3078,125.1286,13/07/2024,,South Cotabato
14.1329,121.5539,26/05/2024,,Quezon
14.117,121.5702,26/05/2024,,Quezon
14.1275,121.5278,26/05/2024,,Quezon
14.1345,121.6284,26/05/2024,,Quezon
14.157,121.6398,26/05/2024,,Quezon
12.2981,124.3481,25/05/2024,,Northern Samar
7.3707,125.8859,31/01/2024,,Davao de Oro
7.4763,125.8721,31/01/2024,,Davao de Oro
7.4528,125.8953,31/01/2024,,Davao de Oro
7.3773,126.0266,31/01/2024,,Davao de Oro
7.1083,126.0452,31/01/2024,,Davao Oriental
7.0134,125.9914,31/01/2024,,Davao Oriental
6.355,126.1988,01/02/2024,,Davao Oriental
6.8779,126.1703,31/01/2024,,Davao Oriental
8.0558,125.878,01/02/2024,,Agusan del Sur
8.0721,125.9549,01/02/2024,,Agusan del Sur
8.0257,125.9137,01/02/2024,,Agusan del Sur
8.0209,125.9137,01/02/2024,,Agusan del Sur
7.9436,125.903,03/02/2024,,Agusan del Sur
7.9876,125.8821,01/02/2024,,Agusan del Sur
7.9869,125.9357,31/01/2024,,Agusan del Sur
8.237,125.7801,01/02/2024,,Agusan del Sur
8.5854,125.7405,31/01/2024,,Agusan del Sur
8.091,126.3892,01/02/2024,,Surigao del Sur
7.9505,126.3561,01/02/2024,,Surigao del Sur
8.0318,126.3209,01/02/2024,,Agusan del Sur
8.3414,126.1186,02/02/2024,,Agusan del Sur
7.4571,126.1706,19/12/2023,,Davao de Oro
7.9668,125.7551,18/12/2023,,Davao de Oro
8.5854,125.7405,18/12/2023,,Agusan del Sur
8.7689,125.7137,18/12/2023,,Agusan del Sur
8.7102,125.7217,19/12/2023,,Agusan del Sur
11.4278,122.5666,21/11/2023,,Capiz
11.4071,124.812,18/11/2023,,Leyte
12.3758,125.0492,21/11/2023,,Northern Samar
12.424,125.0346,21/11/2023,,Northern Samar
12.3525,124.585,19/11/2023,,Northern Samar
12.3299,124.6465,19/11/2023,,Northern Samar
12.296,124.5971,20/11/2023,,Northern Samar
12.3637,124.924,21/11/2023,,Northern Samar
11.7836,124.8768,18/11/2023,,Samar
12.2079,124.5854,20/11/2023,,Samar
9.7619,125.5045,17/11/2023,,Surigao del Norte
19.3177,121.4801,25/08/2023,,Cagayan
14.4696,120.4787,27/08/2023,,Bataan
14.4929,120.5,29/08/2023,,Bataan
14.4361,120.473,29/08/2023,,Bataan
14.4696,120.4787,01/09/2023,,Bataan
14.9715,120.1567,28/08/2023,,Zambales
14.9746,120.2118,04/09/2023,,Zambales
10.6344,122.6212,28/08/2023,,Guimaras
10.7898,122.3205,29/08/2023,,Iloilo
10.7808,122.2845,29/08/2023,,Iloilo
11.0574,122.4793,28/08/2023,,Iloilo
10.9426,122.3776,30/08/2023,,Iloilo
10.9232,122.3935,30/08/2023,,Iloilo
10.9459,122.4532,30/08/2023,,Iloilo
13.5038,120.9075,27/07/2023,,Oriental Mindoro
11.5278,122.122,24/07/2023,,Antique
11.012,122.1632,25/07/2023,,Antique
10.9511,122.0411,25/07/2023,,Antique
9.4455,122.5888,24/07/2023,,Negros Occidental
10.6472,122.0262,18/07/2023,,Antique
9.7425,122.4932,30/05/2023,,Negros Occidental
12.4642,122.44,31/12/2022,,Romblon
13.1224,123.7292,19/12/2022,,Albay
13.7998349,124.2589415,19/12/2022,,Catanduanes
13.6752,124.0969,19/12/2022,,Catanduanes
12.8505,123.9029,18/02/2023,,Sorsogon
12.8655,123.8805,18/02/2023,,Sorsogon
13.0835095,123.9957977,18/02/2023,,Sorsogon
10.0296,125.017,18/02/2023,,Southern Leyte
10.0738,125.0228,18/02/2023,,Southern Leyte
8.5544,123.365,14/02/2023,,Zamboanga del Norte
8.391,123.2096,14/02/2023,,Zamboanga del Norte
8.4139,123.1904,14/02/2023,,Zamboanga del Norte
8.2412,123.1444,14/02/2023,,Zamboanga del Norte
6.5697956,126.0946718,15/02/2023,,Davao Oriental
7.8273,126.1332,18/02/2023,,Davao de Oro
7.8127,126.1846,18/02/2023,,Davao de Oro
16.6926,121.8819,29/10/2022,,Isabela
16.7103,121.8905,29/10/2022,,Isabela
16.426,121.1542,29/10/2022,,Nueva Vizcaya
14.1956,120.8628,29/10/2022,,Cavite
14.2028,121.1635,29/10/2022,,Laguna
13.8957,121.1058,29/10/2022,,Batangas
13.8868,120.975,29/10/2022,,Batangas
14.1091,120.9924,29/10/2022,,Batangas
14.0873,120.9665,29/10/2022,,Batangas
13.7681,121.1769,29/10/2022,,Batangas
14.5733,121.6188,29/10/2022,,Quezon
13.9948,121.835,29/10/2022,,Quezon
14.192,121.7333,29/10/2022,,Quezon
12.0499,120.1783,30/10/2022,,Palawan
11.8889,120.0214,29/10/2022,,Palawan
11.8884,119.9951,29/10/2022,,Palawan
11.8904,120.0211,29/10/2022,,Palawan
13.4752,121.9005,29/10/2022,,Marinduque
13.824,123.7612,28/10/2022,,Camarines Sur
13.7215,122.9813,30/10/2022,,Camarines Sur
13.6659,123.4384,30/10/2022,,Camarines Sur
13.7362,122.8481,30/10/2022,,Camarines Sur
13.7795,122.8708,27/10/2022,,Camarines Sur
13.771,123.7502,27/10/2022,,Camarines Sur
13.7101,123.7428,27/10/2022,,Camarines Sur
13.7313,123.6934,27/10/2022,,Camarines Sur
12.8223,123.8452,28/10/2022,,Sorsogon
12.9223,123.6725,28/10/2022,,Sorsogon
13.7998,124.2589,29/10/2022,,Catanduanes
11.4728,122.3224,27/10/2022,,Aklan
11.5032,122.4563,31/10/2022,,Aklan
11.5516,122.2691,27/10/2022,,Aklan
11.5516,122.2691,30/10/2022,,Aklan
11.5322,122.2842,30/10/2022,,Aklan
11.5344,122.2481,30/10/2022,,Aklan
11.542,122.2847,30/10/2022,,Aklan
11.4884,122.2696,30/10/2022,,Aklan
11.5105,122.295,30/10/2022,,Aklan
11.7652,122.2423,29/10/2022,,Aklan
11.7925,122.2232,29/10/2022,,Aklan
11.2642,122.0754,27/10/2022,,Antique
11.3945,122.1019,27/10/2022,,Antique
11.3961,122.0889,27/10/2022,,Antique
11.3771,122.0946,27/10/2022,,Antique
10.9068,122.0531,28/10/2022,,Antique
10.9015,122.0233,28/10/2022,,Antique
10.9044,122.0734,28/10/2022,,Antique
10.8256,122.0135,28/10/2022,,Antique
10.6587,122.0056,29/10/2022,,Antique
10.619,122.0215,29/10/2022,,Antique
10.4801,121.9545,28/10/2022,,Antique
10.5284,121.9815,28/10/2022,,Antique
10.5085,121.9322,28/10/2022,,Antique
10.5768,121.9663,29/10/2022,,Antique
10.4697,121.975,29/10/2022,,Antique
10.4948,121.925,30/10/2022,,Antique
10.503,121.9191,30/10/2022,,Antique
11.1904,122.0501,31/10/2022,,Antique
11.1931,122.0849,31/10/2022,,Antique
11.3794,122.5316,27/10/2022,,Capiz
10.5528,122.6488,29/10/2022,,Guimaras
11.0918,122.4255,28/10/2022,,Iloilo
11.1171,122.4585,28/10/2022,,Iloilo
11.1353,122.3324,28/10/2022,,Iloilo
11.055,122.5144,28/10/2022,,Iloilo
11.0249,122.5395,28/10/2022,,Iloilo
11.0382,122.5313,28/10/2022,,Iloilo
11.0385,122.46,28/10/2022,,Iloilo
11.1181,122.4527,28/10/2022,,Iloilo
11.3541,123.1283,28/10/2022,,Iloilo
9.8123,122.4486,26/10/2022,,Negros Occidental
10.8643,122.9871,27/10/2022,,Negros Occidental
9.7425,122.4932,28/10/2022,,Negros Occidental
10.4301,123.7621,28/10/2022,,Cebu
10.6329,123.9845,28/10/2022,,Cebu
9.9309,125.2966,26/10/2022,,Southern Leyte
10.3617,125.2385,26/10/2022,,Southern Leyte
9.9253,125.0796,26/10/2022,,Southern Leyte
10.1068,125.2161,26/10/2022,,Southern Leyte
10.3819,124.9206,28/10/2022,,Southern Leyte
10.177,124.8728,29/10/2022,,Southern Leyte
10.2463,124.8773,29/10/2022,,Southern Leyte
10.1986,124.8729,29/10/2022,,Southern Leyte
10.0738,125.0228,29/10/2022,,Southern Leyte
10.094,124.9983,29/10/2022,,Southern Leyte
10.1206,124.9247,29/10/2022,,Southern Leyte
12.2953,125.2864,29/10/2022,,Northern Samar
12.5731,125.1504,29/10/2022,,Northern Samar
10.9171,124.6951,29/10/2022,,Leyte
10.8844,124.7289,29/10/2022,,Leyte
10.8665,124.7248,29/10/2022,,Leyte
8.2629,123.0672,28/10/2022,,Zamboanga del Norte
8.2093,123.2108,28/10/2022,,Zamboanga del Norte
11.8824,122.0053,11/04/2022,,Aklan
11.37,122.8813,11/04/2022,,Capiz
11.3302,122.7119,11/04/2022,,Capiz
11.4224,122.9728,12/04/2022,,Capiz
11.4129,122.9871,12/04/2022,,Capiz
11.4834,122.9913,11/04/2022,,Capiz
11.4849,123.0639,11/04/2022,,Capiz
11.4564,122.9545,11/04/2022,,Capiz
11.4763,123.0207,11/04/2022,,Capiz
11.3021,122.7252,11/04/2022,,Capiz
11.2398,122.8371,12/04/2022,,Capiz
11.2241,122.8,12/04/2022,,Capiz
11.2617,122.7484,12/04/2022,,Capiz
11.2893,122.6534,11/04/2022,,Capiz
11.3516,122.6439,11/04/2022,,Capiz
11.2923,122.5841,11/04/2022,,Capiz
11.3533,122.6264,11/04/2022,,Capiz
11.3955,122.5479,11/04/2022,,Capiz
11.059,122.6982,11/04/2022,,Iloilo
11.1765,122.7498,11/04/2022,,Iloilo
11.1049,122.4161,11/04/2022,,Iloilo
11.1023,122.4353,11/04/2022,,Iloilo
11.0511,122.4773,11/04/2022,,Iloilo
11.1074,122.474,11/04/2022,,Iloilo
11.0707,122.4474,12/04/2022,,Iloilo
11.0574,122.4793,12/04/2022,,Iloilo
11.0764,122.4803,12/04/2022,,Iloilo
11.0461,122.4953,12/04/2022,,Iloilo
11.0942,122.4677,12/04/2022,,Iloilo
11.0407,122.4444,12/04/2022,,Iloilo
11.0838,122.4006,12/04/2022,,Iloilo
11.101,122.5294,12/04/2022,,Iloilo
11.0769,122.4352,12/04/2022,,Iloilo
10.7087,123.0696,11/04/2022,,Negros Occidental
10.6856,123.4943,13/04/2022,,Negros Occidental
11.1457,122.0845,12/04/2022,,Antique
11.1548,122.0934,12/04/2022,,Antique
11.1097,122.072,12/04/2022,,Antique
11.1732,122.0986,12/04/2022,,Antique
11.0099,122.0656,12/04/2022,,Antique
11.1955,122.0385,11/04/2022,,Antique
11.1904,122.0501,11/04/2022,,Antique
11.2006,122.0546,11/04/2022,,Antique
11.1841,122.0712,12/04/2022,,Antique
11.2075,122.0602,12/04/2022,,Antique
10.9044,122.0734,12/04/2022,,Antique
10.9106,122.015,12/04/2022,,Antique
10.9658,122.1211,12/04/2022,,Antique
11.013,122.1187,12/04/2022,,Antique
11.039,122.1415,12/04/2022,,Antique
11.0284,122.1352,12/04/2022,,Antique
10.7668,122.0705,12/04/2022,,Antique
10.7832,122.0721,12/04/2022,,Antique
11.3771,122.0946,12/04/2022,,Antique
7.5418,125.2141,06/04/2022,,Bukidnon
10.0649,119.1983,17/12/2021,,Palawan
10.0291,119.1234,17/12/2021,,Mimaropa
10.015,119.0718,17/12/2021,,Mimaropa
9.998,118.999,18/12/2021,,Mimaropa
9.986,118.967,18/12/2021,,Mimaropa
10.4876,125.1857,14/12/2021,,Southern Leyte
8.7089,125.5906,16/12/2021,,Agusan del Norte
10.7463,122.0864,27/07/2022,,Antique
10.7293,122.0634,30/07/2022,,Antique
10.7093,122.0643,30/07/2022,,Antique
10.6053,122.0227,30/07/2022,,Antique
10.7466,121.9499,29/07/2022,,Antique
10.7495,121.935,30/07/2022,,Antique
14.8239,121.1589,12/11/2020,,Rizal
15.596,121.4911,11/11/2020,,Aurora
16.7061,121.1089,12/11/2020,,Ifugao
9.2774,122.8787,10/05/2013,,Negros Oriental
11.8006,125.3731,02/20/2013,,Eastern Samar
14.5894,121.07,10/25/2012,,Metro Manila
11.2326,124.9577,03/19/2011,,Leyte
8.9196,124.7837,11/24/2009,,Misamis Oriental
7.257,126.1579,01/14/2012,,Davao de Oro
16.3071,121.9836,11/04/2010,,Aurora
8.6251,125.9211,01/13/2014,,Agusan del Sur
16.5669,120.839,10/18/2010,,Benguet
7.0449,126.4497,01/11/2014,,Davao Oriental
10.47892965,125.0030939,12/26/2012,,Southern Leyte
7.4903,125.2586,06/09/2012,,Davao Region
17.4999,121.132,06/19/2012,,Kalinga
8.4359,124.5196,11/24/2009,,Misamis Oriental
11.1345,124.9677,03/16/2011,,Leyte
16.7515,120.7678,08/21/2015,,Benguet
11.78,124.89,03/20/2012,,Samar
16.0161,120.9637,10/18/2010,,Nueva Ecija
14.7333,121.6,09/11/2013,,Quezon
10.1943788,123.564923,01/15/2017,,Cebu
16.8358,121.0017,10/20/2016,,Ifugao
13.9176,122.1009,10/18/2014,,Quezon
9.2171,126.1466,03/19/2011,,Surigao del Sur
12.7894,123.8635,05/05/2009,,Sorsogon
10.329,123.888,07/21/2013,,Central Visayas
13.757,124.379,09/20/2008,,Catanduanes
7.92237225,126.270676,01/17/2011,,Davao Oriental
10.442036,123.8760501,01/20/2017,,Central Visayas
10.1833,123.6833,10/15/2010,,Cebu
16.6085,120.6365,05/26/2010,,Benguet
10.7004,124.9668,02/16/2012,,Leyte
16.6962,120.6583,10/20/2016,,Benguet
14.8333,120.2833,06/23/2011,,Central Luzon
13.8217,120.9839,09/27/2013,,Batangas
10.747,122.9672,09/05/2012,,Negros Occidental
16.4187,120.6868,08/21/2015,,Benguet
17.487,120.4359,07/15/2015,,Ilocos Sur
10.4039,124.9795,12/30/2014,,Southern Leyte
9.3881,122.7181,10/05/2013,,Negros Oriental
13.8758,124.3099,09/26/2011,,Catanduanes
7.513007,125.917248,10/23/2016,,Davao de Oro
16.9433,120.9099,10/16/2016,,Mountain Province
9.6811,118.5489,07/04/2015,,Mimaropa
13.7084,123.2388,07/25/2011,,Camarines Sur
16.3603,120.6757,07/12/2015,,Benguet
14.0995,121.0985,12/19/2015,,Batangas
11.2535,124.9682,03/16/2011,,Eastern Visayas
7.5842,125.8331,02/17/2013,,Davao del Norte
11.01601242,124.7102698,07/10/2017,,Leyte
16.7437,120.8269,08/19/2013,,Benguet
10.34,123.9275,10/16/2010,,Central Visayas
7.7211,125.1335,09/01/2014,,Bukidnon
10.4578,123.7756,02/05/2011,,Cebu
14.8851,120.2329,09/22/2013,,Zambales
14.6759,121.2397,09/27/2009,,Rizal
14.5767,121.4432,10/08/2009,,Laguna
6.3314,124.9485,06/25/2015,,South Cotabato
16.3452,120.689,10/03/2009,,Benguet
16.574445,120.732714,08/30/2016,,Benguet
13.0536,121.4036,12/09/2014,,Oriental Mindoro
16.4512,120.5733,10/19/2016,,Benguet
17.27,121.0536,09/12/2009,,Kalinga
17.4612,121.4255,10/18/2010,,Kalinga
10.41208679,123.8705795,04/11/2017,,Central Visayas
11.7148,125.0704,09/14/2012,,Samar
7.0653,125.6072,07/04/2011,,Davao Region
16.3694,120.6059,06/24/2011,,Cordillera Administrative Region
8.6542,124.7556,11/24/2009,,Misamis Oriental
10.316,123.8804,08/22/2011,,Central Visayas
16.7449,120.8252,10/08/2009,,Benguet
6.9452,122.1066,08/04/2013,,Zamboanga Peninsula
16.455,120.56,09/23/2008,,Benguet
9.8011,124.2467,07/28/2011,,Bohol
17.4541,121.2284,10/08/2009,,Kalinga
6.3879,124.7962,01/18/2011,,South Cotabato
6.3344,124.946,05/13/2012,,South Cotabato
10.3503,125.1094,12/26/2011,,Southern Leyte
13.707587,123.739073,09/12/2017,,Camarines Sur
11.551766,124.552765,12/18/2017,,Biliran
11.7833,124.8834,03/20/2012,,Samar
8.361576284,124.4153091,01/08/2017,,Misamis Oriental
9.667669077,124.2731644,10/16/2011,,Bohol
17.3592,121.461,10/18/2010,,Kalinga
8.6068,124.8964,07/26/2014,,Misamis Oriental
16.8694,121.1024,09/27/2011,,Ifugao
17.4147,121.1495,10/18/2010,,Kalinga
16.4003,120.5876,05/27/2010,,Cordillera Administrative Region
13.3481,123.5074,05/08/2011,,Camarines Sur
7.8383,123.2967,01/13/2014,,Zamboanga del Sur
16.8237,120.687,10/19/2015,,Benguet
16.9648,121.2184,10/18/2010,,Ifugao
16.426,120.5823,08/20/2008,,Cordillera Administrative Region
10.3094,125.0981,01/05/2011,,Southern Leyte
7.7344,125.0969,06/05/2013,,Bukidnon
6.3333,124.95,01/18/2011,,South Cotabato
7.0225,125.2242,08/05/2015,,North Cotabato
14.6444,121.0335,06/24/2011,,Metro Manila
6.05,124.9167,12/26/2011,,South Cotabato
6.4737,125.0676,06/30/2014,,South Cotabato
16.9945,120.8209,06/19/2012,,Mountain Province
11.2411,124.996,03/16/2011,,Eastern Visayas
16.3335,120.6166,04/29/2010,,Benguet
17.2826,121.1666,10/18/2010,,Kalinga
13.3201,123.5841,12/27/2012,,Albay
11.7841,124.8761,12/30/2014,,Samar
10.379057,123.913048,09/28/2017,,Central Visayas
15.2662,120.2051,09/09/2009,,Zambales
15.728,121.5989,06/09/2011,,Aurora
16.9623,121.2711,10/18/2010,,Ifugao
8.5091,123.2981,11/16/2011,,Zamboanga del Norte
10.1,125.6,01/04/2010,,Dinagat Islands
16.9645,120.8147,10/08/2009,,Mountain Province
8.2101,126.2848,01/11/2009,,Surigao del Sur
11.1088,125.0183,12/30/2014,,Leyte
9.234,126.1696,01/09/2015,,Surigao del Sur
6.1458,124.8955,12/09/2010,,South Cotabato
7.82217276,126.1463682,02/23/2013,,Davao de Oro
9.1196,125.5339,01/07/2011,,Agusan del Norte
17.58,120.7744,07/27/2008,,Abra
13.8801,124.3075,09/26/2011,,Catanduanes
17.4458,121.4196,08/04/2008,,Kalinga
7.5833,125.8333,01/11/2014,,Davao del Norte
17.1246,121.3148,10/08/2009,,Mountain Province
10.57,123.72,10/17/2010,,Cebu
16.379,120.6,09/22/2008,,Cordillera Administrative Region
18.4149,121.0495,11/04/2010,,Apayao
7.2075,122.2299,08/04/2013,,Zamboanga Peninsula
17.8171,121.3106,12/17/2010,,Cagayan
16.7667,120.7617,08/19/2013,,Benguet
9.2829,123.2449,11/17/2011,,Negros Oriental
10.2714,123.8476,10/06/2014,,Central Visayas
18.2,120.65,07/29/2008,,Ilocos Norte
8.5367,124.7997,01/17/2014,,Misamis Oriental
8.5055,125.7407,01/18/2010,,Agusan del Sur
13.4567,123.6793,01/01/2011,,Albay
14.5703,121.1682,06/02/2012,,Rizal
16.402,120.597,10/05/2009,,Cordillera Administrative Region
8.8604,124.7893,11/24/2009,,Misamis Oriental
16.7693,120.8036,10/20/2016,,Benguet
14.194,121.1481,09/09/2009,,Laguna
17.4122,121.4166,06/15/2012,,Kalinga
16.316,120.7414,08/20/2008,,Benguet
9.6389,124.0367,01/25/2011,,Bohol
10.313,123.8946,07/20/2013,,Central Visayas
8.44,126.34,11/20/2008,,Surigao del Sur
8.5008,124.4309,11/24/2008,,Misamis Oriental
16.40331346,120.589519,08/08/2009,,Cordillera Administrative Region
7.8474,126.0938,12/26/2008,,Davao de Oro
10.42315598,123.9151978,01/15/2017,,Central Visayas
16.8431,121.1138,11/14/2014,,Ifugao
16.4992,120.566,10/09/2009,,Benguet
16.4605,120.5765,10/09/2009,,Benguet
16.7432,120.8269,09/26/2009,,Benguet
10.715,122.2342,10/07/2013,,Iloilo
7.192857627,125.969436,01/15/2012,,Davao de Oro
8.4552,124.6318,12/17/2011,,Northern Mindanao
11.10694035,124.6873744,12/17/2017,,Leyte
17.5004,121.4292,11/04/2010,,Kalinga
14.8271,120.2685,07/09/2016,,Central Luzon
10.42,123.91,02/14/2012,,Central Visayas
7.6632,125.7011,05/24/2011,,Davao del Norte
7.578214838,125.8334627,01/24/2017,,Davao del Norte
7.674494083,125.8603905,01/24/2017,,Davao del Norte
7.1675,121.935,08/03/2013,,Zamboanga del Norte
16.7132,120.9868,10/16/2016,,Ifugao
10.3336,123.8978,10/16/2010,,Central Visayas
10.283626,123.821113,09/08/2016,,Cebu
7.704271157,126.1419759,08/29/2013,,Davao de Oro
7.174586159,125.6063053,01/05/2017,,Davao Region
10.349849,123.878321,11/05/2016,,Central Visayas
10.3479,123.881,10/06/2014,,Central Visayas
13.64,123.2804,09/05/2012,,Bicol Region
15.9949,121.6164,10/18/2010,,Aurora
14.8435,120.2683,10/01/2016,,Central Luzon
11.8154,122.0943,01/30/2012,,Aklan
16.3671,120.6318,10/18/2010,,Cordillera Administrative Region
10.3494,123.9334,08/08/2013,,Central Visayas
8.473637355,124.6312444,01/15/2017,,Northern Mindanao
16.9332,120.4786,02/17/2012,,Ilocos Sur
13.1614,123.3344,05/08/2011,,Albay
11.0391,124.6291,05/07/2011,,Leyte
7.9015,123.7719,07/27/2011,,Lanao del Norte
16.5364,120.8512,10/03/2009,,Benguet
8.572,125.4908,01/30/2011,,Agusan del Sur
16.4244,120.678,08/19/2013,,Benguet
10.8167,122.4167,07/29/2013,,Iloilo
9.6941,125.5523,01/23/2011,,Surigao del Norte
9.573,122.5833,10/07/2013,,Negros Occidental
18.5005,120.8417,10/08/2009,,Ilocos Norte
10.43,123.9115,08/12/2013,,Central Visayas
13.7769,124.2758,12/07/2008,,Catanduanes
7.9007,123.7741,08/15/2012,,Lanao del Norte
10.77,123.98,10/17/2010,,Cebu
10.294,123.8131,12/10/2010,,Cebu
16.427,120.587,09/22/2008,,Cordillera Administrative Region
6.9898,126.3173,02/26/2013,,Davao Oriental
14.0439,120.9031,06/03/2013,,Batangas
16.3602,120.4935,07/19/2015,,Benguet
17.3349,121.0364,09/12/2009,,Kalinga
6.503,124.7817,10/21/2013,,South Cotabato
16.2867,120.5842,07/04/2015,,Benguet
6.7916,125.1489,11/24/2009,,Davao del Sur
10.6593,125.0546,03/17/2011,,Leyte
6.500821,124.843439,10/28/2016,,South Cotabato
9.789939,125.485592,11/27/2016,,Surigao del Norte
16.3666,120.6832,08/30/2010,,Benguet
15.1718,120.7653,10/12/2013,,Pampanga
16.9643,120.8163,10/08/2009,,Mountain Province
7.253,125.3015,06/17/2014,,Davao Region
13.1004,123.8421,12/29/2010,,Albay
13.3207,123.2658,05/08/2011,,Camarines Sur
10.2736,123.818,08/24/2010,,Cebu
16.3597,120.5634,08/12/2013,,Benguet
10.0692,125.6036,01/13/2014,,Dinagat Islands
10.2976,123.8654,07/21/2013,,Central Visayas
14.7559,121.2024,07/23/2014,,Rizal
12.0311,124.9919,01/08/2011,,Samar
7.6195,125.6278,01/14/2012,,Davao del Norte
7.1916,126.1086,04/22/2011,,Davao de Oro
8.991165,124.891843,03/09/2017,,Misamis Oriental
11.5515,125.0725,01/11/2014,,Samar
11.252,124.9599,03/19/2011,,Eastern Visayas
10.3607,123.8842,08/16/2015,,Central Visayas
10.03714,123.4795419,01/13/2017,,Cebu
10.329022,123.876998,11/05/2016,,Central Visayas
8.577,124.785,11/24/2008,,Misamis Oriental
9.2038,123.596,07/28/2011,,Siquijor
12.75380833,123.9084224,12/28/2018,,Sorsogon
11.7771,124.8872,10/21/2011,,Samar
11.7,125.0667,01/01/2011,,Samar
7.7299,125.0989,07/16/2011,,Bukidnon
10.38,123.9,08/21/2011,,Central Visayas
8.4814,123.2198,02/02/2015,,Zamboanga del Norte
7.824426765,126.1489178,01/02/2011,,Davao de Oro
6.9894,122.1187,11/22/2013,,Zamboanga Peninsula
10.39,123.92,02/14/2012,,Central Visayas
9.7244,125.4203,01/23/2011,,Surigao del Norte
7.817297945,126.049799,01/13/2012,,Davao de Oro
10.3926,124.9845,12/26/2012,,Southern Leyte
8.4966,123.3034,02/22/2013,,Zamboanga del Norte
14.8489,120.2652,07/09/2016,,Central Luzon
9.6224,124.2986,10/16/2011,,Bohol
